COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
RICE(OTHER THAN BASMOTI),NETHERLAND,TON,9966,6.25
RICE(OTHER THAN BASMOTI),NETHERLANDANTIL,TON,0,0.00
RICE(OTHER THAN BASMOTI),NEW ZEALAND,TON,1346,0.96
RICE(OTHER THAN BASMOTI),NICARAGUA,TON,100,0.05
RICE(OTHER THAN BASMOTI),NIGER,TON,21673,7.49
RICE(OTHER THAN BASMOTI),NIGERIA,TON,484,0.40
RICE(OTHER THAN BASMOTI),NORWAY,TON,88,0.07
RICE(OTHER THAN BASMOTI),OMAN,TON,54344,28.69
RICE(OTHER THAN BASMOTI),PAKISTAN IR,TON,8,0.02
RICE(OTHER THAN BASMOTI),PANAMA REPUBLIC,TON,0,0.00
RICE(OTHER THAN BASMOTI),PAPUA N GNA,TON,3,0.00
RICE(OTHER THAN BASMOTI),PHILIPPINES,TON,7131,16.98
RICE(OTHER THAN BASMOTI),POLAND,TON,71,0.05
RICE(OTHER THAN BASMOTI),PORTUGAL,TON,46,0.05
RICE(OTHER THAN BASMOTI),PUERTO RICO,TON,25,0.01
RICE(OTHER THAN BASMOTI),QATAR,TON,86976,45.54
RICE(OTHER THAN BASMOTI),REUNION,TON,245,0.18
RICE(OTHER THAN BASMOTI),RUSSIA,TON,91640,35.03
RICE(OTHER THAN BASMOTI),RWANDA,TON,136,0.06
RICE(OTHER THAN BASMOTI),SAO TOME,TON,634,0.27
RICE(OTHER THAN BASMOTI),SAUDI ARAB,TON,115282,62.08
RICE(OTHER THAN BASMOTI),SENEGAL,TON,217773,67.49
RICE(OTHER THAN BASMOTI),SEYCHELLES,TON,185,0.13
RICE(OTHER THAN BASMOTI),SIERRA LEONE,TON,33648,12.48
RICE(OTHER THAN BASMOTI),SINGAPORE,TON,81931,41.01
RICE(OTHER THAN BASMOTI),SLOVENIA,TON,156,0.15
RICE(OTHER THAN BASMOTI),SOLOMON IS,TON,132,0.06
RICE(OTHER THAN BASMOTI),SOMALIA,TON,346059,122.95
RICE(OTHER THAN BASMOTI),SOUTH AFRICA,TON,149641,51.90
RICE(OTHER THAN BASMOTI),SOUTH SUDAN,TON,52,0.02
RICE(OTHER THAN BASMOTI),SPAIN,TON,9,0.01
RICE(OTHER THAN BASMOTI),SRI LANKA DSR,TON,4814,1.98
RICE(OTHER THAN BASMOTI),SUDAN,TON,74215,27.80
RICE(OTHER THAN BASMOTI),SURINAME,TON,8,0.01
RICE(OTHER THAN BASMOTI),SWAZILAND,TON,383,0.13
RICE(OTHER THAN BASMOTI),SWEDEN,TON,468,0.34
RICE(OTHER THAN BASMOTI),SWITZERLAND,TON,203,0.17
RICE(OTHER THAN BASMOTI),SYRIA,TON,4080,1.93
RICE(OTHER THAN BASMOTI),TAIWAN,TON,6,0.00
RICE(OTHER THAN BASMOTI),TAJIKISTAN,TON,72,0.04
RICE(OTHER THAN BASMOTI),TANZANIA REP,TON,1464,0.78
RICE(OTHER THAN BASMOTI),THAILAND,TON,183,0.16
RICE(OTHER THAN BASMOTI),TOGO,TON,302826,107.90
RICE(OTHER THAN BASMOTI),TRINIDAD,TON,1,0.00
RICE(OTHER THAN BASMOTI),TURKEY,TON,23933,13.36
RICE(OTHER THAN BASMOTI),TURKMENISTAN,TON,121,0.06
RICE(OTHER THAN BASMOTI),U ARAB EMTS,TON,249533,130.92
RICE(OTHER THAN BASMOTI),U K,TON,9323,6.56
RICE(OTHER THAN BASMOTI),U S A,TON,39262,31.36
RICE(OTHER THAN BASMOTI),UGANDA,TON,593,0.34
RICE(OTHER THAN BASMOTI),UKRAINE,TON,18382,6.67
RICE(OTHER THAN BASMOTI),UNSPECIFIED,TON,180,0.12
RICE(OTHER THAN BASMOTI),VENEZUELA,TON,18104,8.05
RICE(OTHER THAN BASMOTI),VIETNAM SOC REP,TON,385,0.78
RICE(OTHER THAN BASMOTI),YEMEN REPUBLC,TON,42194,24.76
RICE(OTHER THAN BASMOTI),ZAMBIA,TON,172,0.10
WHEAT,AUSTRALIA,TON,3,0.00
WHEAT,BAHARAIN IS,TON,358,0.12
WHEAT,BANGLADESH PR,TON,33310,9.04
WHEAT,BENIN,TON,25,0.01
WHEAT,BHUTAN,TON,0,0.00
WHEAT,CANADA,TON,6,0.00
WHEAT,CONGO D. REP.,TON,1,0.00
WHEAT,CONGO P REP,TON,3,0.00
WHEAT,COTE D' IVOIRE,TON,18,0.01
WHEAT,GABON,TON,85,0.04
WHEAT,GAMBIA,TON,3,0.00
WHEAT,GHANA,TON,23,0.01
WHEAT,GUINEA,TON,36,0.01
WHEAT,HONG KONG,TON,7,0.00
WHEAT,INDONESIA,TON,4,0.00
WHEAT,ITALY,TON,0,0.00
WHEAT,JAPAN,TON,12,0.01
WHEAT,JORDAN,TON,988,0.36
WHEAT,KENYA,TON,16,0.01
WHEAT,KOREA DP RP,TON,1571,0.96
WHEAT,KUWAIT,TON,146,0.06
WHEAT,LIBERIA,TON,1,0.00
WHEAT,MADAGASCAR,TON,9,0.00
WHEAT,MALAWI,TON,41,0.02
WHEAT,MALAYSIA,TON,1060,0.37
WHEAT,MALDIVES,TON,0,0.00
WHEAT,MAURITIUS,TON,1,0.00
WHEAT,MOZAMBIQUE,TON,5,0.00
WHEAT,NEPAL,TON,164748,45.42
WHEAT,NETHERLANDANTIL,TON,0,0.00
WHEAT,NIGERIA,TON,167,0.08
WHEAT,OMAN,TON,299,0.10
WHEAT,QATAR,TON,51,0.02
WHEAT,REUNION,TON,944,0.38
WHEAT,RWANDA,TON,42,0.01
WHEAT,SENEGAL,TON,8,0.00
WHEAT,SEYCHELLES,TON,276,0.11
WHEAT,SIERRA LEONE,TON,24,0.01
WHEAT,SINGAPORE,TON,34,0.02
WHEAT,SOMALIA,TON,4057,1.44
WHEAT,SOUTH AFRICA,TON,10,0.01
WHEAT,SRI LANKA DSR,TON,2103,0.75
WHEAT,SURINAME,TON,0,0.00
WHEAT,SWEDEN,TON,0,0.00
WHEAT,TANZANIA REP,TON,14,0.01
WHEAT,THAILAND,TON,0,0.00
WHEAT,TOGO,TON,3,0.00
WHEAT,U ARAB EMTS,TON,8436,3.17
WHEAT,U K,TON,111,0.06
WHEAT,U S A,TON,42,0.02
WHEAT,UGANDA,TON,514,0.16
WHEAT,VIETNAM SOC REP,TON,75,0.03
OTHER CEREALS,AFGHANISTAN,TON,1274,0.75
OTHER CEREALS,ALGERIA,TON,1417,0.51
OTHER CEREALS,ANGOLA,TON,2,0.00
OTHER CEREALS,ARGENTINA,TON,115,0.13
OTHER CEREALS,AUSTRALIA,TON,1305,0.78
OTHER CEREALS,BAHARAIN IS,TON,1451,0.50
OTHER CEREALS,BANGLADESH PR,TON,14441,16.64
OTHER CEREALS,BELGIUM,TON,746,0.48
OTHER CEREALS,BHUTAN,TON,11211,3.37
OTHER CEREALS,BOLIVIA,TON,11,0.01
OTHER CEREALS,BOTSWANA,TON,0,0.00
OTHER CEREALS,BRAZIL,TON,0,0.00
OTHER CEREALS,BRUNEI,TON,29,0.01
OTHER CEREALS,CAMBODIA,TON,28,0.08
OTHER CEREALS,CAMEROON,TON,12,0.03
OTHER CEREALS,CANADA,TON,736,0.61
OTHER CEREALS,CHILE,TON,6,0.00
OTHER CEREALS,CHINA P RP,TON,52,0.01
OTHER CEREALS,COLOMBIA,TON,24,0.03
OTHER CEREALS,CONGO D. REP.,TON,0,0.00
OTHER CEREALS,CONGO P REP,TON,2,0.00
OTHER CEREALS,COTE D' IVOIRE,TON,120,0.28
OTHER CEREALS,CROATIA,TON,160,0.06
OTHER CEREALS,CZECH REPUBLIC,TON,42,0.03
OTHER CEREALS,DENMARK,TON,0,0.00
OTHER CEREALS,DJIBOUTI,TON,0,0.00
OTHER CEREALS,EGYPT A RP,TON,2008,1.85
OTHER CEREALS,ETHIOPIA,TON,5,0.01
OTHER CEREALS,FIJI IS,TON,0,0.00
OTHER CEREALS,FRANCE,TON,215,0.16
OTHER CEREALS,GABON,TON,4,0.00
OTHER CEREALS,GAMBIA,TON,0,0.00
OTHER CEREALS,GEORGIA,TON,24,0.03
OTHER CEREALS,GERMANY,TON,2632,2.84
OTHER CEREALS,GHANA,TON,3,0.02
OTHER CEREALS,GREECE,TON,63,0.03
OTHER CEREALS,GRENADA,TON,0,0.00
OTHER CEREALS,GUINEA,TON,0,0.00
OTHER CEREALS,GUYANA,TON,20,0.01
OTHER CEREALS,HONG KONG,TON,433,0.15
OTHER CEREALS,HUNGARY,TON,22,0.01
OTHER CEREALS,INDONESIA,TON,48,0.12
OTHER CEREALS,IRAN,TON,1998,1.22
OTHER CEREALS,IRAQ,TON,63,0.16
OTHER CEREALS,IRELAND,TON,3,0.00
OTHER CEREALS,ISRAEL,TON,499,0.24
OTHER CEREALS,ITALY,TON,705,0.53
OTHER CEREALS,JAMAICA,TON,0,0.00
OTHER CEREALS,JAPAN,TON,10593,4.51
OTHER CEREALS,JORDAN,TON,25,0.01
OTHER CEREALS,KENYA,TON,105,0.20
OTHER CEREALS,KOREA RP,TON,323,0.30
OTHER CEREALS,KUWAIT,TON,2584,0.98
OTHER CEREALS,LATVIA,TON,5,0.01
OTHER CEREALS,LEBANON,TON,48,0.02
OTHER CEREALS,LIBERIA,TON,120,0.04
OTHER CEREALS,LIBYA,TON,3331,1.33
OTHER CEREALS,MADAGASCAR,TON,0,0.00
OTHER CEREALS,MALAWI,TON,0,0.00
OTHER CEREALS,MALAYSIA,TON,818,0.38
OTHER CEREALS,MALDIVES,TON,73,0.05
OTHER CEREALS,MALI,TON,0,0.00
OTHER CEREALS,MAURITIUS,TON,75,0.03
OTHER CEREALS,MONGOLIA,TON,10,0.03
OTHER CEREALS,MOROCCO,TON,2744,0.98
OTHER CEREALS,MOZAMBIQUE,TON,2,0.00
OTHER CEREALS,MYANMAR,TON,4802,8.69
OTHER CEREALS,NAMIBIA,TON,3953,1.26
OTHER CEREALS,NEPAL,TON,329934,103.11
OTHER CEREALS,NETHERLAND,TON,930,0.91
OTHER CEREALS,NETHERLANDANTIL,TON,0,0.00
OTHER CEREALS,NEW ZEALAND,TON,570,0.36
OTHER CEREALS,NIGERIA,TON,37,0.06
OTHER CEREALS,NORWAY,TON,30,0.01
OTHER CEREALS,OMAN,TON,3960,1.50
OTHER CEREALS,PAKISTAN IR,TON,16705,13.01
OTHER CEREALS,PAPUA N GNA,TON,0,0.00
OTHER CEREALS,PHILIPPINES,TON,2831,1.30
OTHER CEREALS,POLAND,TON,14,0.02
OTHER CEREALS,PORTUGAL,TON,355,0.19
OTHER CEREALS,QATAR,TON,1492,0.63
OTHER CEREALS,REUNION,TON,123,0.05
OTHER CEREALS,RUSSIA,TON,58,0.06
OTHER CEREALS,RWANDA,TON,11,0.00
OTHER CEREALS,SAUDI ARAB,TON,17770,6.25
OTHER CEREALS,SENEGAL,TON,112,0.25
OTHER CEREALS,SERBIA,TON,48,0.02
OTHER CEREALS,SEYCHELLES,TON,97,0.04
OTHER CEREALS,SIERRA LEONE,TON,0,0.00
OTHER CEREALS,SINGAPORE,TON,176,0.16
OTHER CEREALS,SLOVENIA,TON,70,0.09
OTHER CEREALS,SOUTH AFRICA,TON,885,0.53
OTHER CEREALS,SPAIN,TON,368,0.23
OTHER CEREALS,SRI LANKA DSR,TON,5016,2.14
OTHER CEREALS,ST KITT N A,TON,0,0.00
OTHER CEREALS,SUDAN,TON,50,0.05
OTHER CEREALS,SURINAME,TON,0,0.00
OTHER CEREALS,SWEDEN,TON,1,0.00
OTHER CEREALS,SWITZERLAND,TON,3,0.01
OTHER CEREALS,SYRIA,TON,115,0.07
OTHER CEREALS,TAIWAN,TON,1890,0.81
OTHER CEREALS,TANZANIA REP,TON,238,0.41
OTHER CEREALS,THAILAND,TON,856,1.59
OTHER CEREALS,TOGO,TON,0,0.00
OTHER CEREALS,TRINIDAD,TON,0,0.00
OTHER CEREALS,TUNISIA,TON,5216,1.84
OTHER CEREALS,TURKEY,TON,364,0.25
OTHER CEREALS,U ARAB EMTS,TON,19050,8.60
OTHER CEREALS,U K,TON,2168,1.27
OTHER CEREALS,U S A,TON,2436,3.23
OTHER CEREALS,UGANDA,TON,27,0.01
OTHER CEREALS,UKRAINE,TON,1,0.00
OTHER CEREALS,URUGUAY,TON,6,0.01
OTHER CEREALS,VIETNAM SOC REP,TON,2578,1.17
OTHER CEREALS,YEMEN REPUBLC,TON,12983,4.48
OTHER CEREALS,ZAMBIA,TON,4,0.00
PULSES,ALGERIA,TON,27564,23.22
PULSES,ANGOLA,TON,41,0.05
PULSES,ARMENIA,TON,48,0.04
PULSES,AUSTRALIA,TON,1416,1.73
PULSES,BAHARAIN IS,TON,442,0.42
PULSES,BANGLADESH PR,TON,34266,22.79
PULSES,BELARUS,TON,0,0.00
PULSES,BELGIUM,TON,145,0.18
PULSES,BELIZE,TON,6,0.01
PULSES,BENIN,TON,2,0.00
PULSES,BHUTAN,TON,1239,1.12
PULSES,BOLIVIA,TON,33,0.05
PULSES,BOTSWANA,TON,4,0.01
PULSES,BRUNEI,TON,158,0.14
PULSES,BULGARIA,TON,1,0.01
PULSES,BURKINA FASO,TON,1,0.00
PULSES,BURUNDI,TON,0,0.00
PULSES,CAMBODIA,TON,26,0.03
PULSES,CAMEROON,TON,8,0.02
PULSES,CANADA,TON,8139,8.68
PULSES,CAYMAN IS,TON,3,0.00
PULSES,CHILE,TON,10,0.01
PULSES,CHINA P RP,TON,28334,35.78
PULSES,CONGO D. REP.,TON,114,0.14
PULSES,CONGO P REP,TON,16,0.02
PULSES,COTE D' IVOIRE,TON,19,0.02
PULSES,CYPRUS,TON,17,0.02
PULSES,CZECH REPUBLIC,TON,13,0.02
PULSES,DENMARK,TON,3,0.00
PULSES,DJIBOUTI,TON,0,0.00
PULSES,DOMINIC REP,TON,0,0.00
PULSES,EGYPT A RP,TON,4525,3.97
PULSES,ETHIOPIA,TON,0,0.00
PULSES,FIJI IS,TON,35,0.04
PULSES,FINLAND,TON,18,0.02
PULSES,FRANCE,TON,1067,1.02
PULSES,GABON,TON,28,0.02
PULSES,GAMBIA,TON,6,0.01
PULSES,GEORGIA,TON,191,0.17
PULSES,GERMANY,TON,838,0.90
PULSES,GHANA,TON,44,0.06
PULSES,GREECE,TON,55,0.06
PULSES,GRENADA,TON,1,0.00
PULSES,GUINEA,TON,19,0.02
PULSES,GUYANA,TON,48,0.05
PULSES,HONG KONG,TON,345,0.43
PULSES,HUNGARY,TON,1,0.00
PULSES,INDONESIA,TON,126,0.12
PULSES,IRAN,TON,1513,0.96
PULSES,IRAQ,TON,3749,3.02
PULSES,IRELAND,TON,0,0.00
PULSES,ISRAEL,TON,51,0.08
PULSES,ITALY,TON,440,0.37
PULSES,JAMAICA,TON,7,0.01
PULSES,JAPAN,TON,752,0.91
PULSES,JORDAN,TON,837,0.73
PULSES,KAZAKHSTAN,TON,1,0.00
PULSES,KENYA,TON,76,0.06
PULSES,KOREA RP,TON,92,0.10
PULSES,KUWAIT,TON,1757,1.69
PULSES,KYRGHYZSTAN,TON,6,0.01
PULSES,LEBANON,TON,3,0.00
PULSES,LIBERIA,TON,9,0.01
PULSES,LIBYA,TON,2129,2.00
PULSES,LITHUANIA,TON,0,0.00
PULSES,MADAGASCAR,TON,17,0.01
PULSES,MALAWI,TON,10,0.01
PULSES,MALAYSIA,TON,5397,4.76
PULSES,MALDIVES,TON,72,0.09
PULSES,MALTA,TON,6,0.01
PULSES,MAURITANIA,TON,11,0.02
PULSES,MAURITIUS,TON,683,0.61
PULSES,MONGOLIA,TON,1,0.00
PULSES,MOROCCO,TON,170,0.17
PULSES,MOZAMBIQUE,TON,398,0.26
PULSES,MYANMAR,TON,0,0.00
PULSES,NEPAL,TON,11468,8.12
PULSES,NETHERLAND,TON,1007,1.35
PULSES,NETHERLANDANTIL,TON,4,0.01
PULSES,NEW ZEALAND,TON,494,0.57
PULSES,NIGER,TON,1,0.00
PULSES,NIGERIA,TON,324,0.43
PULSES,NORWAY,TON,3,0.01
PULSES,OMAN,TON,1956,1.77
PULSES,PAKISTAN IR,TON,160,0.20
PULSES,PANAMA REPUBLIC,TON,2,0.00
PULSES,PHILIPPINES,TON,332,0.37
PULSES,POLAND,TON,5,0.01
PULSES,PORTUGAL,TON,174,0.13
PULSES,QATAR,TON,7587,5.89
PULSES,REUNION,TON,33,0.05
PULSES,RUSSIA,TON,124,0.11
PULSES,RWANDA,TON,18,0.02
PULSES,SAUDI ARAB,TON,6836,5.84
PULSES,SENEGAL,TON,17,0.02
PULSES,SEYCHELLES,TON,96,0.13
PULSES,SIERRA LEONE,TON,27,0.04
PULSES,SINGAPORE,TON,2771,2.92
PULSES,SLOVENIA,TON,2,0.00
PULSES,SOMALIA,TON,50,0.04
PULSES,SOUTH AFRICA,TON,612,0.51
PULSES,SPAIN,TON,186,0.22
PULSES,SRI LANKA DSR,TON,18306,14.42
PULSES,SUDAN,TON,0,0.00
PULSES,SURINAME,TON,4,0.01
PULSES,SWEDEN,TON,144,0.18
PULSES,SWITZERLAND,TON,775,1.12
PULSES,TAIWAN,TON,11,0.02
PULSES,TANZANIA REP,TON,37,0.05
PULSES,THAILAND,TON,508,0.57
PULSES,TOGO,TON,45,0.06
PULSES,TRINIDAD,TON,53,0.06
PULSES,TURKEY,TON,4316,3.61
PULSES,U ARAB EMTS,TON,14449,10.04
PULSES,U K,TON,9562,8.66
PULSES,U S A,TON,21705,28.61
PULSES,UGANDA,TON,85,0.07
PULSES,UKRAINE,TON,1,0.00
PULSES,UZBEKISTAN,TON,0,0.00
PULSES,VIETNAM SOC REP,TON,76,0.07
PULSES,YEMEN REPUBLC,TON,96,0.08
PULSES,ZAMBIA,TON,17,0.02
TOBACCO UNMANUFACTURED,ALGERIA,KGS,98400,0.30
TOBACCO UNMANUFACTURED,ANGOLA,KGS,550,0.00
TOBACCO UNMANUFACTURED,ARGENTINA,KGS,213840,0.57
TOBACCO UNMANUFACTURED,ARMENIA,KGS,5520240,22.17
TOBACCO UNMANUFACTURED,AUSTRALIA,KGS,220,0.00
TOBACCO UNMANUFACTURED,BANGLADESH PR,KGS,151396,0.53
TOBACCO UNMANUFACTURED,BELARUS,KGS,1735982,4.61
TOBACCO UNMANUFACTURED,BELGIUM,KGS,43087370,149.04
TOBACCO UNMANUFACTURED,BHUTAN,KGS,1700,0.01
TOBACCO UNMANUFACTURED,BRAZIL,KGS,63,0.00
TOBACCO UNMANUFACTURED,BRUNEI,KGS,860,0.00
TOBACCO UNMANUFACTURED,BULGARIA,KGS,2114720,4.81
TOBACCO UNMANUFACTURED,CAMBODIA,KGS,20000,0.09
TOBACCO UNMANUFACTURED,CANADA,KGS,405900,1.55
TOBACCO UNMANUFACTURED,CHILE,KGS,390060,0.50
TOBACCO UNMANUFACTURED,CHINA P RP,KGS,2650,0.01
TOBACCO UNMANUFACTURED,CONGO D. REP.,KGS,150,0.00
TOBACCO UNMANUFACTURED,CONGO P REP,KGS,270,0.00
TOBACCO UNMANUFACTURED,CROATIA,KGS,277200,1.40
TOBACCO UNMANUFACTURED,CYPRUS,KGS,150,0.00
TOBACCO UNMANUFACTURED,CZECH REPUBLIC,KGS,1175,0.00
TOBACCO UNMANUFACTURED,DENMARK,KGS,539429,2.02
TOBACCO UNMANUFACTURED,DJIBOUTI,KGS,210400,0.51
TOBACCO UNMANUFACTURED,DOMINIC REP,KGS,4743564,9.20
TOBACCO UNMANUFACTURED,EGYPT A RP,KGS,16496637,28.77
TOBACCO UNMANUFACTURED,ETHIOPIA,KGS,782400,1.93
TOBACCO UNMANUFACTURED,FRANCE,KGS,4220880,14.78
TOBACCO UNMANUFACTURED,GEORGIA,KGS,633600,2.29
TOBACCO UNMANUFACTURED,GERMANY,KGS,4783682,12.65
TOBACCO UNMANUFACTURED,GREECE,KGS,245920,0.72
TOBACCO UNMANUFACTURED,GRENADA,KGS,101,0.00
TOBACCO UNMANUFACTURED,HONG KONG,KGS,300,0.00
TOBACCO UNMANUFACTURED,HUNGARY,KGS,498740,2.29
TOBACCO UNMANUFACTURED,INDONESIA,KGS,6409750,20.64
TOBACCO UNMANUFACTURED,ISRAEL,KGS,100950,0.53
TOBACCO UNMANUFACTURED,ITALY,KGS,470040,0.97
TOBACCO UNMANUFACTURED,JAPAN,KGS,231729,0.60
TOBACCO UNMANUFACTURED,JORDAN,KGS,2324420,5.14
TOBACCO UNMANUFACTURED,KENYA,KGS,435155,1.50
TOBACCO UNMANUFACTURED,KOREA RP,KGS,8133440,29.38
TOBACCO UNMANUFACTURED,LITHUANIA,KGS,1831500,4.46
TOBACCO UNMANUFACTURED,MACEDONIA,KGS,79200,0.31
TOBACCO UNMANUFACTURED,MALAYSIA,KGS,462182,0.25
TOBACCO UNMANUFACTURED,MALDIVES,KGS,25750,0.06
TOBACCO UNMANUFACTURED,MAURITIUS,KGS,9920,0.05
TOBACCO UNMANUFACTURED,MOLDOVA,KGS,34560,0.03
TOBACCO UNMANUFACTURED,MOROCCO,KGS,633600,2.43
TOBACCO UNMANUFACTURED,MOZAMBIQUE,KGS,405324,0.81
TOBACCO UNMANUFACTURED,NEPAL,KGS,8863803,27.43
TOBACCO UNMANUFACTURED,NETHERLAND,KGS,2799918,10.88
TOBACCO UNMANUFACTURED,NETHERLANDANTIL,KGS,90,0.00
TOBACCO UNMANUFACTURED,NEW ZEALAND,KGS,258700,1.39
TOBACCO UNMANUFACTURED,NIGERIA,KGS,2978068,12.56
TOBACCO UNMANUFACTURED,OMAN,KGS,73000,0.20
TOBACCO UNMANUFACTURED,PARAGUAY,KGS,1301850,3.95
TOBACCO UNMANUFACTURED,PHILIPPINES,KGS,11153212,23.47
TOBACCO UNMANUFACTURED,POLAND,KGS,4104540,15.17
TOBACCO UNMANUFACTURED,PORTUGAL,KGS,942900,2.00
TOBACCO UNMANUFACTURED,ROMANIA,KGS,1128100,5.86
TOBACCO UNMANUFACTURED,RUSSIA,KGS,5913148,20.32
TOBACCO UNMANUFACTURED,SAUDI ARAB,KGS,1736224,3.83
TOBACCO UNMANUFACTURED,SERBIA,KGS,57600,0.32
TOBACCO UNMANUFACTURED,SINGAPORE,KGS,566880,2.54
TOBACCO UNMANUFACTURED,SOMALIA,KGS,272210,0.44
TOBACCO UNMANUFACTURED,SOUTH AFRICA,KGS,1570153,4.13
TOBACCO UNMANUFACTURED,SOUTH SUDAN,KGS,8200,0.02
TOBACCO UNMANUFACTURED,SRI LANKA DSR,KGS,770740,0.17
TOBACCO UNMANUFACTURED,SUDAN,KGS,80580,0.22
TOBACCO UNMANUFACTURED,SWEDEN,KGS,2989480,4.39
TOBACCO UNMANUFACTURED,SYRIA,KGS,22000,0.15
TOBACCO UNMANUFACTURED,TRINIDAD,KGS,65160,0.28
TOBACCO UNMANUFACTURED,TUNISIA,KGS,18800,0.05
TOBACCO UNMANUFACTURED,TURKEY,KGS,2664080,8.28
TOBACCO UNMANUFACTURED,U ARAB EMTS,KGS,7147609,17.50
TOBACCO UNMANUFACTURED,U K,KGS,288600,1.50
TOBACCO UNMANUFACTURED,U S A,KGS,5348176,9.11
TOBACCO UNMANUFACTURED,UKRAINE,KGS,877590,3.76
TOBACCO UNMANUFACTURED,UNSPECIFIED,KGS,500,0.00
TOBACCO UNMANUFACTURED,URUGUAY,KGS,78241,0.22
TOBACCO UNMANUFACTURED,UZBEKISTAN,KGS,38400,0.17
TOBACCO UNMANUFACTURED,VENEZUELA,KGS,166788,0.05
TOBACCO UNMANUFACTURED,VIETNAM SOC REP,KGS,2585880,9.73
TOBACCO UNMANUFACTURED,YEMEN REPUBLC,KGS,6204212,12.35
TOBACCO MANUFACTURED,AFGHANISTAN,NA,NA,45.43
TOBACCO MANUFACTURED,ALBANIA,NA,NA,0.63
TOBACCO MANUFACTURED,ANGOLA,NA,NA,0.02
TOBACCO MANUFACTURED,ARGENTINA,NA,NA,0.02
TOBACCO MANUFACTURED,ARMENIA,NA,NA,0.09
TOBACCO MANUFACTURED,ARUBA,NA,NA,0.57
TOBACCO MANUFACTURED,AUSTRALIA,NA,NA,0.57
TOBACCO MANUFACTURED,AZERBAIJAN,NA,NA,0.00
TOBACCO MANUFACTURED,BAHAMAS,NA,NA,0.00
TOBACCO MANUFACTURED,BAHARAIN IS,NA,NA,1.33
TOBACCO MANUFACTURED,BANGLADESH PR,NA,NA,1.53
TOBACCO MANUFACTURED,BELGIUM,NA,NA,0.07
TOBACCO MANUFACTURED,BELIZE,NA,NA,6.34
TOBACCO MANUFACTURED,BHUTAN,NA,NA,0.00
TOBACCO MANUFACTURED,BOLIVIA,NA,NA,0.15
TOBACCO MANUFACTURED,BRUNEI,NA,NA,0.00
TOBACCO MANUFACTURED,BURUNDI,NA,NA,0.06
TOBACCO MANUFACTURED,CAMBODIA,NA,NA,0.56
TOBACCO MANUFACTURED,CAMEROON,NA,NA,0.10
TOBACCO MANUFACTURED,CANADA,NA,NA,0.07
TOBACCO MANUFACTURED,CHILE,NA,NA,0.61
TOBACCO MANUFACTURED,CHINA P RP,NA,NA,0.53
TOBACCO MANUFACTURED,COLOMBIA,NA,NA,0.05
TOBACCO MANUFACTURED,CONGO D. REP.,NA,NA,0.16
TOBACCO MANUFACTURED,CONGO P REP,NA,NA,0.05
TOBACCO MANUFACTURED,COTE D' IVOIRE,NA,NA,0.89
TOBACCO MANUFACTURED,CYPRUS,NA,NA,0.89
TOBACCO MANUFACTURED,CZECH REPUBLIC,NA,NA,1.35
TOBACCO MANUFACTURED,DJIBOUTI,NA,NA,0.00
TOBACCO MANUFACTURED,DOMINIC REP,NA,NA,0.12
TOBACCO MANUFACTURED,ECUADOR,NA,NA,0.03
TOBACCO MANUFACTURED,EGYPT A RP,NA,NA,0.17
TOBACCO MANUFACTURED,ESTONIA,NA,NA,0.13
TOBACCO MANUFACTURED,FRANCE,NA,NA,0.01
TOBACCO MANUFACTURED,GABON,NA,NA,0.00
TOBACCO MANUFACTURED,GAMBIA,NA,NA,0.05
TOBACCO MANUFACTURED,GEORGIA,NA,NA,0.06
TOBACCO MANUFACTURED,GERMANY,NA,NA,2.49
TOBACCO MANUFACTURED,GREECE,NA,NA,0.52
TOBACCO MANUFACTURED,GRENADA,NA,NA,0.06
TOBACCO MANUFACTURED,GUINEA,NA,NA,0.06
TOBACCO MANUFACTURED,HONG KONG,NA,NA,0.07
TOBACCO MANUFACTURED,ICELAND,NA,NA,0.00
TOBACCO MANUFACTURED,INDONESIA,NA,NA,0.26
TOBACCO MANUFACTURED,IRAN,NA,NA,2.86
TOBACCO MANUFACTURED,IRELAND,NA,NA,0.04
TOBACCO MANUFACTURED,ISRAEL,NA,NA,1.09
TOBACCO MANUFACTURED,JAPAN,NA,NA,0.28
TOBACCO MANUFACTURED,JORDAN,NA,NA,0.18
TOBACCO MANUFACTURED,KAZAKHSTAN,NA,NA,0.27
TOBACCO MANUFACTURED,KENYA,NA,NA,0.30
TOBACCO MANUFACTURED,KOREA RP,NA,NA,0.01
TOBACCO MANUFACTURED,KUWAIT,NA,NA,13.68
TOBACCO MANUFACTURED,KYRGHYZSTAN,NA,NA,0.08
TOBACCO MANUFACTURED,LAO PD RP,NA,NA,0.01
TOBACCO MANUFACTURED,LATVIA,NA,NA,0.06
TOBACCO MANUFACTURED,LEBANON,NA,NA,0.09
TOBACCO MANUFACTURED,LIBYA,NA,NA,7.08
TOBACCO MANUFACTURED,MACEDONIA,NA,NA,0.30
TOBACCO MANUFACTURED,MADAGASCAR,NA,NA,0.04
TOBACCO MANUFACTURED,MALAYSIA,NA,NA,4.31
TOBACCO MANUFACTURED,MALDIVES,NA,NA,1.00
TOBACCO MANUFACTURED,MAURITIUS,NA,NA,0.28
TOBACCO MANUFACTURED,MONGOLIA,NA,NA,0.01
TOBACCO MANUFACTURED,MONTENEGRO,NA,NA,0.62
